종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
셀트리온헬스케어,115200,4600,-3.84,1000,178582,155019,17.21,748246,83.72,13.360000000000001
에코프로비엠,470600,600,0.13,500,103153,21919,16.330000000000002,472394,164.43,NA
엘앤에프,190400,31300,19.67,500,65838,34579,20.18,5085007,-210.62,-9.39
에이치엘비,60300,2400,-3.8299999999999996,500,64286,106610,15.41,2293124,-92.48,-24.1
펄어비스,87400,5200,6.33,100,57878,66222,17.6,1298011,109.66,16.45
셀트리온제약,156600,7400,-4.51,500,57235,36549,7.48,397500,161.78,7.21
카카오게임즈,68300,600,-0.8700000000000001,100,51011,74687,9.870000000000001,1308728,64.67999999999999,12.12
SK머티리얼즈,414900,1900,-0.46,500,43762,10548,17.24,17799,24.02,28.5
씨젠,66200,1400,2.16,500,34574,52226,14.01,1111473,5.59,125.91000000000001
알테오젠,80300,200,-0.25,500,33938,42264,15.54,104787,-285.77,-0.96
CJ ENM,152200,3700,-2.3699999999999997,5000,33376,21929,21.32,122515,32.87,1.78
리노공업,189100,3300,1.78,500,28823,15242,49.849999999999994,42893,38.09,17.37
한국비엔씨,54500,1700,3.22,100,28085,51532,0.56,2920888,-461.86,4.41
천보,272900,4900,1.83,500,27290,10000,8.47,244529,81.29,12.57
스튜디오드래곤,85100,1000,1.1900000000000002,500,25542,30014,11.61,125076,76.19,5.71
휴젤,185000,1600,-0.8600000000000001,500,23098,12485,76.11999999999999,32760,42.05,5.81
솔브레인,291000,900,0.31,500,22636,7779,27.37,41694,16.79,NA
원익IPS,43300,900,-2.04,500,21253,49084,21.95,362457,14.139999999999999,15.91
오스템임플란트,148300,2300,1.58,500,21186,14286,47.59,150894,15.92,78.8
바이오니아,78900,7900,11.129999999999999,500,19892,25212,7.359999999999999,1902497,27.779999999999998,65.71000000000001
에코프로,104800,5100,5.119999999999999,500,19599,18701,11.6,1604718,4.04,7.87
유바이오로직스,52800,1500,2.92,500,19129,36229,6.56,2004836,-20.110000000000003,-91.23
에스티팜,101800,400,-0.39,500,18992,18656,0,125946,-178.6,-4.08
제넥신,75400,500,-0.6599999999999999,500,18860,25013,6.13,105923,36.08,NA
에이치엘비생명과학,19900,1100,-5.24,500,18742,94181,7.7700000000000005,3953288,-29.259999999999998,-17.97
데브시스터즈,162700,14500,-8.18,500,18641,11457,1.98,340029,61.3,-5.7
아프리카TV,156600,6800,4.54,500,18001,11495,52.2,200421,32.59,27.56
LX세미콘,105900,3800,-3.46,500,17224,16264,32.94,352038,9.75,14.44
HK이노엔,56600,1600,-2.75,500,16360,28904,1.6700000000000002,330485,39.55,3.8299999999999996
덕산네오룩스,67900,1100,-1.59,200,16303,24010,17.130000000000003,102448,41.05,18.91
케이엠더블유,40900,450,1.11,500,16287,39821,4.55,259188,178.6,11.54
동화기업,79700,2200,2.84,500,16100,20201,42.46,227555,30.24,4.33
동진쎄미켐,31000,50,0.16,500,15938,51414,8.370000000000001,1386686,21.22,21.58
에코프로에이치엔,102800,500,0.49,500,15733,15305,8.84,378727,NA,NA
파라다이스,17100,350,-2.01,500,15551,90943,5.29,871521,-18.71,-9.8
메지온,173700,500,-0.29000000000000004,500,15460,8900,18.64,47565,-146.09,-27.759999999999998
에스엠,63400,1500,-2.3099999999999996,500,15007,23670,22.6,377507,-31.09,-16.02
대주전자재료,96400,17300,21.87,500,14923,15481,15.75,3951875,134.08,6.119999999999999
티씨케이,127100,600,0.47000000000000003,500,14839,11675,71.96000000000001,62352,21.04,24.650000000000002
고영,20850,200,-0.9500000000000001,100,14315,68655,65.73,151498,74.73,3.74
이오테크닉스,115500,1100,-0.9400000000000001,500,14229,12320,15.67,46140,37.7,5.38
클래시스,21700,1400,6.9,100,14044,64717,11.719999999999999,889458,32.2,36.06
JYP Ent.,39350,400,-1.01,500,13968,35497,22.29,203662,46.02,17.29
에스에프에이,38800,400,-1.02,500,13933,35909,18.34,55372,13.49,11.33
네이처셀,22000,400,1.85,500,13778,62627,5.68,628501,-28.57,-26.1
메드팩토,64100,1200,-1.84,500,13147,20510,5.87,80971,-68.78,-37.720000000000006
NICE평가정보,21650,150,0.7,500,13145,60715,39.67,126196,25.74,19.54
컴투스,100500,700,0.7,500,12931,12866,15.26,44633,21.75,8.49
위메이드,76500,1900,-2.42,500,12852,16800,3.69,1145349,90.96000000000001,-3
NHN한국사이버결제,51800,1300,2.57,500,12692,24503,33.07,349854,38.92,21.35
차바이오텍,22150,300,1.37,500,12462,56261,8.870000000000001,936000,-36.98,-5.1
신라젠,12100,0,0,500,12447,102867,2.3899999999999997,0,-38.41,-114.04
박셀바이오,76700,3000,-3.7600000000000002,500,11676,15223,4.319999999999999,417119,-276.9,-18.22
레고켐바이오,48150,1700,-3.4099999999999997,500,11669,24235,6.98,320195,-31.47,-6.1899999999999995
삼천당제약,51100,500,-0.97,500,11634,22768,3.2800000000000002,182018,-107.13,-0.56
상아프론테크,71900,600,0.8400000000000001,500,11306,15725,2.46,384341,408.52,1.58
SFA반도체,6670,70,-1.04,500,10970,164460,4.58,775853,38.11,5.22
셀리드,110900,7100,-6.02,500,10767,9709,4.6899999999999995,288700,-132.18,-8.370000000000001
콜마비앤에이치,36050,350,-0.96,500,10650,29544,3.32,86736,14.57,27.88
하나머티리얼즈,53900,700,1.32,500,10635,19731,27.24,104670,21.35,22.82
포스코 ICT,6960,30,-0.43000000000000005,500,10582,152035,2.4899999999999998,324603,-31.64,2.36
현대바이오,28700,750,-2.55,500,10499,36580,4.04,535347,-92.58,-17.53
동국제약,23600,200,-0.8400000000000001,500,10493,44460,18.23,72831,20.34,14.450000000000001
오스코텍,34700,1150,-3.21,500,10482,30207,6.14,319914,-57.260000000000005,-8.350000000000001
아이티엠반도체,45200,50,0.11,500,10452,23123,3.42,41077,491.3,5.5
녹십자랩셀,96700,1700,-1.73,500,10206,10554,4.89,46531,116.93,9.12
메디톡스,162700,4200,2.65,500,10176,6254,8.78,69410,15.09,-11.82
셀리버리,59000,0,0,500,10127,17164,4.6899999999999995,279321,-47.160000000000004,-52.53
유진테크,44100,350,-0.7899999999999999,500,10106,22916,24.69,184798,29.9,1.48
아난티,11850,1500,14.49,100,10100,85231,4.159999999999999,27093437,1077.27,-10.96
압타바이오,45400,500,-1.09,500,10074,22190,3.57,341287,-127.16999999999999,-5.33
와이지엔터테인먼트,52900,100,0.19,500,9755,18441,12.729999999999999,175279,92.97,2.74
씨아이에스,16950,950,-5.31,100,9745,57492,5.95,13714302,458.11,-7.73
웹젠,27400,950,3.59,500,9675,35311,26.7,381990,8.48,21.830000000000002
심텍,29950,1000,3.4499999999999997,500,9540,31854,10.67,770017,20.110000000000003,25.12
네오이뮨텍(Reg.S),9570,20,-0.21000000000000002,0,9418,98417,8.139999999999999,455004,-19.610000000000003,-29.939999999999998
에이비엘바이오,19800,400,-1.98,500,9330,47123,4.659999999999999,138639,-21.24,-49.94
서울반도체,15800,100,-0.63,500,9212,58305,8.06,284758,24.73,2.64
아이진,45850,400,-0.8600000000000001,500,9086,19816,3.3699999999999997,491479,-80.44000000000001,-93.1
파마리서치,89700,400,0.45,500,9070,10112,13.719999999999999,106596,21.650000000000002,14.42
RFHIC,33700,250,-0.74,500,8980,26648,11.42,122930,213.29,1.02
골프존,141200,700,-0.49,500,8861,6275,12.96,39561,14.229999999999999,18.03
엘앤씨바이오,38950,450,1.1700000000000002,500,8836,22685,7.46,194477,76.66999999999999,18.650000000000002
하림지주,9540,20,-0.21000000000000002,100,8809,92342,4.4,179027,5.930000000000001,3.18
메가스터디교육,74100,600,0.8200000000000001,100,8790,11862,31.279999999999998,76573,18.74,8.38
헬릭스미스,25450,100,0.39,500,8721,34266,8.26,127065,-13.4,-35.120000000000005
엔케이맥스,24300,1150,4.970000000000001,500,8612,35441,4.42,1129369,-17.03,-36.46
솔브레인홀딩스,40150,2500,6.64,500,8417,20964,4.83,882001,0.46,154.56
나노스,5660,50,-0.88,100,8412,148625,0.23,339607,-125.78,-4.75
네패스,35200,100,-0.28,500,8117,23059,6.64,141728,-15.38,-23.330000000000002
이녹스첨단소재,41300,150,0.36,500,8112,19642,15.51,993914,17.1,13.17
젬백스,20100,250,-1.23,500,7999,39798,5.95,223936,85.53,1.44
티에스이,72100,1700,-2.3,500,7975,11061,7.28,38467,24.73,15.1
코미코,77600,2300,-2.88,500,7776,10020,45.01,49337,20.439999999999998,16.06
케어젠,71900,1400,-1.91,500,7724,10743,4.76,27652,24.459999999999997,14.91
인트론바이오,22800,100,-0.44,500,7632,33474,11.360000000000001,247759,69.94000000000001,19.89
파크시스템스,114000,4500,-3.8,500,7624,6688,22.52,24782,-2714.29,20.43
휴온스글로벌,63000,900,1.45,500,7579,12030,8.729999999999999,49444,18.9,10.79
피엔티,32700,450,1.4,500,7436,22741,5.41,528282,15.870000000000001,33.56
한국파마,67800,11700,-14.719999999999999,500,7395,10907,0.41000000000000003,1506539,147.07,8.639999999999999
에이스테크,16850,100,-0.59,500,7367,43724,5.1499999999999995,432514,-12,-103.89
테스나,49750,1150,-2.2600000000000002,500,7343,14760,4.35,209758,20.91,19.23
삼강엠앤티,20050,350,-1.72,500,7333,36574,1.82,621585,290.58,5.54
엑세스바이오,20050,400,-1.96,0,7281,36316,2.36,3628661,4.79,89.16
에스앤에스텍,33250,600,1.84,500,7133,21451,3.9099999999999997,388489,66.9,NA
디오,45050,400,0.9,500,7106,15774,29.37,32289,34.52,7.37
국일제지,5560,130,-2.2800000000000002,100,7096,127617,3.3499999999999996,1486153,-347.5,-0.8400000000000001
국전약품,14450,1450,11.15,100,7090,49069,0.63,6417699,-180.62,-13.54
안랩,70300,800,1.1500000000000001,500,7040,10014,19.01,100940,19.23,8.8
에코마케팅,21500,250,-1.1500000000000001,100,7038,32733,4.24,76978,15.75,42.160000000000004
서진시스템,37450,150,-0.4,500,7037,18790,5.76,91141,281.58,-2.18
안트로젠,74600,3400,4.78,500,7029,9422,8.49,136484,14920,-5.85
코웰패션,7930,100,-1.25,500,7018,88500,6.39,803899,10.92,22.979999999999997
자이언트스텝,72600,1600,-2.16,500,7010,9656,0.17,144441,-533.8199999999999,-13.129999999999999
쿠콘,86600,100,-0.12000000000000001,500,6995,8077,4.25,40342,34.01,36.49
카페24,31450,750,-2.3299999999999996,500,6968,22156,23.03,255385,10483.3,5.6
인텔리안테크,75600,800,-1.05,500,6943,9184,2.68,176538,-226.35000000000002,0.74
아미코젠,35800,300,0.8500000000000001,500,6881,19220,6.859999999999999,92928,11.17,22.99
프레스티지바이오로직스,14500,150,-1.02,500,6845,47206,21.51,214640,-12.8,-148.68
엔지켐생명과학,80600,1800,-2.18,500,6715,8331,7.44,92860,-29.27,-23.9
우리기술투자,7980,80,1.01,500,6703,84000,3.4099999999999997,1858782,5.6899999999999995,30.419999999999998
원익QnC,25350,250,-0.98,500,6664,26288,4.83,176561,15.17,11.44
코미팜,10150,50,-0.49,100,6515,64186,4.71,244206,-230.68,-3.77
비에이치,19100,150,-0.7799999999999999,500,6435,33693,8.31,276890,37.09,8.69
티케이케미칼,7040,140,-1.95,500,6399,90895,1.46,1932227,5.39,-0.5
바텍,43050,2700,-5.9,500,6395,14854,29.95,93543,-228.99,-10.28
서울바이오시스,16650,150,-0.89,500,6364,38224,0.37,140786,36.2,6.51
신흥에스이씨,82800,3300,4.1499999999999995,2500,6264,7565,8.28,171098,19.82,15.83
네오위즈,28400,1550,-5.18,500,6258,22034,12.870000000000001,7146793,10.27,16.95
휴온스,57100,200,0.35,500,6201,10860,21.419999999999998,20707,11.68,25.66
에프에스티,28400,800,2.9,500,6179,21757,2.25,397869,17.91,15.31
휴마시스,18000,500,-2.7,100,6160,34224,4.21,13391605,18.75,NA
지놈앤컴퍼니,45050,200,0.45,500,6080,13497,0.46,33991,-16.759999999999998,-84.89
위지윅스튜디오,16650,150,-0.89,500,6074,36482,1.09,454174,693.75,-2.24
아주IB투자,5060,20,0.4,500,6063,119815,2.65,298317,12.16,26.2
인터파크,7450,0,0,500,6049,81189,6.109999999999999,4956914,-21.779999999999998,-10.719999999999999
넵튠,18950,150,0.8,500,6009,31712,0.65,44960,3.68,49.96
다원시스,19000,100,0.53,500,5997,31564,5.22,231215,60.9,6.859999999999999
제테마,33700,700,-2.03,500,5975,17729,1.12,105970,-2407.14,-24.71
이오플로우,51500,1100,-2.09,100,5945,11545,11.41,37715,-22.07,-138.73999999999998
KH바텍,25100,700,-2.71,500,5943,23677,11.67,665234,-38.91,-7.58
인선이엔티,12750,300,2.4099999999999997,500,5937,46564,3.67,1236596,17.959999999999997,13.719999999999999
주성엔지니어링,12300,350,-2.77,500,5935,48249,6.6,786629,24.650000000000002,-3.53
CMG제약,4220,10,0.24000000000000002,500,5861,138892,5.8,875131,-844,0.12000000000000001
하나마이크론,18300,100,-0.54,500,5844,31935,4.06,1223357,-117.31,-11.81
KG ETS,16150,50,0.31,500,5814,36000,3.22,345569,-24.959999999999997,NA
코리아센터,7530,60,-0.7899999999999999,100,5738,76201,1.08,266565,37.09,7.17
한글과컴퓨터,22700,550,-2.3699999999999997,500,5721,25204,6.63,151311,16.09,14.719999999999999
매일유업,72900,200,-0.27,500,5718,7844,16.259999999999998,14588,9.34,13.67
테스,28800,800,-2.7,500,5693,19768,8.7,246010,9.55,13.3
네패스아크,46700,50,-0.11,500,5690,12184,1.52,142599,-11.32,-39.120000000000005
쎄트렉아이,62500,600,-0.9500000000000001,500,5678,9086,3.61,167191,-78.91000000000001,17.32
올릭스,41150,1150,-2.72,500,5639,13703,6.23,142235,-21.959999999999997,-44.52
크리스탈지노믹스,8030,30,0.38,500,5560,69246,6.3,478832,892.22,-5.41
에이치엘비제약,24850,1000,-3.8699999999999997,500,5556,22358,0.8500000000000001,494440,-5.9,-239.39000000000001
사람인에이치알,47650,550,-1.1400000000000001,500,5556,11659,32.690000000000005,12221,19.439999999999998,18.4
삼표시멘트,5150,0,0,500,5529,107357,2.11,235498,51.5,2.15
엘비세미콘,12600,100,-0.7899999999999999,500,5517,43785,2.46,253923,14.43,16.71
제이시스메디칼,7780,510,7.02,100,5495,70634,5.14,3152600,76.27,190.55
바이넥스,17300,100,-0.5700000000000001,500,5495,31761,5.84,234593,58.449999999999996,3.84
티앤알바이오팹,64800,3000,-4.42,500,5490,8472,3.4299999999999997,117227,-75.88,-15.83
덕산테코피아,29850,0,0,500,5486,18377,5.06,197903,30.55,NA
에이스침대,49350,1750,-3.42,1000,5473,11090,4.07,4326,9.07,NA
서부T&D,9200,60,-0.65,500,5452,59259,13.01,249113,-17.56,NA
피에스케이,36900,100,0.27,500,5448,14765,9.25,146531,11.59,11
넥스틴,56900,100,0.18,500,5442,9563,12.54,29664,25.69,62.17
원익피앤이,36650,750,-2.01,500,5431,14819,3.24,758526,23.54,20.17
모두투어,28500,300,-1.04,500,5386,18900,11.79,331840,-10.15,-73.08
파트론,9850,70,0.72,500,5334,54156,11.129999999999999,401491,12.01,6.2
조이시티,11750,500,4.44,500,5325,45319,5.79,708560,52.46,21.79
루트로닉,20250,1500,8,500,5298,26165,9.56,1254721,142.60999999999999,-14.56
동원개발,5830,20,-0.33999999999999997,500,5294,90808,13.05,95918,4.39,17.279999999999998
다우데이타,13750,50,0.36,500,5266,38300,7.22,81846,3.5,14.16
신성델타테크,18800,1200,6.819999999999999,500,5167,27484,10.3,2048958,25.130000000000003,6.37
크리스에프앤씨,43900,150,-0.33999999999999997,1000,5143,11715,2.9099999999999997,51550,9.78,16.91
에스에이엠티,5140,220,4.470000000000001,500,5140,99995,5.17,3164308,10.49,17.6
코나아이,33000,300,0.92,500,5134,15559,3.2,62677,16.830000000000002,21.310000000000002
파인테크닉스,11350,500,-4.22,500,5129,45192,3.9699999999999998,1844864,56.75,9.229999999999999
유니테스트,24250,100,0.41000000000000003,500,5125,21134,10.28,104534,224.54,1.06
엠케이전자,23400,1000,4.46,500,5103,21808,2.94,926492,12.91,8.42
KG이니시스,18050,50,0.28,500,5037,27904,15.44,124076,9.870000000000001,15.229999999999999
디앤씨미디어,40950,2250,5.81,500,5027,12275,0.91,102249,40.07,23.23
이베스트투자증권,9040,0,0,5000,5015,55481,2.34,115053,3.53,20.09
미코,15000,550,3.8099999999999996,500,4918,32787,5.1899999999999995,2130486,26.32,11.34
녹십자셀,37700,150,-0.4,500,4914,13035,6.14,19861,85.29,2.14
코오롱티슈진,8010,0,0,0,4896,61118,7.05,0,-12.57,-59.61
오킨스전자,27600,1500,5.75,500,4879,17679,7.44,188516,836.3599999999999,1.48
큐라클,35850,300,0.8400000000000001,500,4869,13583,0.6599999999999999,229113,-13.66,711.8399999999999
제이앤티씨,8390,80,-0.9400000000000001,500,4853,57848,1.1,72139,-46.61,17.43
상상인,8750,260,3.06,1000,4841,55328,7.54,509861,5.46,11.17
이엔에프테크놀로지,33550,600,-1.76,500,4794,14288,10.44,62864,18.459999999999997,16.06
대원미디어,37650,1650,4.58,500,4736,12579,1.23,349316,62.54,5.03
성우하이텍,5900,10,-0.17,500,4720,80000,7.17,265229,22.959999999999997,-4.930000000000001
지트리비앤티,17400,550,-3.06,500,4713,27088,4.1,1091548,-26.09,-22.05
와이아이케이,5730,70,-1.21,100,4701,82045,0.43000000000000005,286707,13.42,12
고바이오랩,29050,200,-0.6799999999999999,500,4695,16162,1.28,94126,-7.22,-6234.110000000001
대아티아이,6550,540,8.99,100,4660,71152,5.7,14254866,55.04,7.1899999999999995
SM C&C,4895,85,-1.71,500,4660,95207,2.8299999999999996,1584747,-37.08,-12.93
바디텍메드,19750,550,-2.71,1000,4639,23487,5.109999999999999,196445,8.28,47.04
나노신소재,42700,2400,5.96,500,4632,10848,1.12,951973,115.72,1.77
피씨엘,45850,1150,-2.4499999999999997,500,4626,10089,0.69,50745,-18.779999999999998,91.64999999999999
인탑스,26750,300,-1.11,500,4601,17200,17.62,65111,6.1899999999999995,8.950000000000001
나노씨엠에스,109300,0,0,500,4600,4209,0.56,0,-89.01,-59.32
에이피티씨,19450,350,-1.77,100,4583,23565,4.109999999999999,97144,11.1,31.34
더네이쳐홀딩스,31500,50,0.16,500,4582,14545,13.94,46960,10.950000000000001,33.660000000000004
아이센스,33300,300,-0.89,500,4574,13737,39.37,37091,15.76,12.84
서희건설,1980,5,0.25,500,4550,229808,7.7700000000000005,634848,2.67,27.810000000000002
하나기술,60700,200,0.32999999999999996,500,4536,7473,0.2,39516,-10.6,-87.41000000000001
이수앱지스,13650,450,-3.19,500,4529,33183,0.32,792004,-24.91,-40.230000000000004
비덴트,9890,130,1.33,500,4517,45674,6.28,905287,2.79,7.25
코엔텍,8980,70,0.7899999999999999,500,4490,50000,8.950000000000001,146481,19.03,16.79
티움바이오,18800,300,-1.57,500,4479,23822,0.19,97056,-22.17,NA
웹케시,32250,0,0,500,4446,13786,22.69,12343,22.18,28.66
티앤엘,54100,1000,-1.81,500,4397,8128,5.26,187179,35.97,19.09
맥스트,51200,200,0.39,500,4369,8533,0.32999999999999996,125696,-41.8,257.01
KMH,9630,140,-1.43,500,4366,45336,0.8,140125,14.88,13.44
원익홀딩스,5640,0,0,500,4356,77238,9.729999999999999,224372,3.88,9.68
테크윙,22450,300,-1.32,500,4353,19388,2.07,270594,14,16.97
알체라,31700,300,-0.9400000000000001,500,4349,13720,1.04,137243,-62.4,-19.02
맘스터치,4270,90,2.15,100,4348,101818,2.9699999999999998,214846,34.720000000000006,29.6
초록뱀미디어,2625,0,0,500,4309,164149,2.54,24319991,-11.41,-28.82
레이,32300,1650,5.38,500,4298,13307,16.22,133983,43.71,12.870000000000001
ISC,25900,400,-1.52,500,4285,16545,2.4,141853,32.620000000000005,3.68
뷰웍스,42600,100,0.24000000000000002,500,4261,10002,36.660000000000004,45003,17.14,13.81
미래에셋벤처투자,9210,330,-3.46,1000,4255,46196,1.28,249842,6.33,19.130000000000003
유비케어,8150,140,1.75,500,4254,52197,2.17,281146,44.78,5.96
유틸렉스,27350,50,-0.18,500,4225,15448,26.150000000000002,36177,-13.59,-47.42
유니슨,3470,0,0,500,4224,121734,6.01,641204,-33.690000000000005,-31.88
CJ프레시웨이,35350,850,-2.3499999999999996,1000,4197,11872,16.73,60822,-35.1,-20.16
알서포트,7870,70,-0.88,100,4192,53267,21.18,358344,20.93,-2.08
원익머트리얼즈,33150,0,0,500,4180,12608,18.150000000000002,48588,7.44,10.26
다날,6040,0,0,500,4165,68949,1.49,479194,11,7.87
바이오리더스,15150,1050,7.45,500,4163,27477,0.65,5323658,-16.779999999999998,-77.67999999999999
다나와,31800,450,-1.4,500,4158,13075,12.18,66595,13.53,25.110000000000003
쏠리드,6870,10,0.15000000000000002,500,4141,60281,6.119999999999999,223191,-26.419999999999998,-9.870000000000001
유니셈,13500,150,1.12,500,4140,30664,4.03,204309,13.83,15.25
메디포스트,25450,350,-1.36,500,4139,16264,11.49,135209,-38.44,-1.6600000000000001
라파스,47850,2750,6.1,500,4110,8590,0,234818,-170.89000000000001,-9.870000000000001
코오롱생명과학,35800,1300,-3.5,500,4086,11412,2.64,84615,-14.229999999999999,NA
이엠텍,25450,300,1.1900000000000002,500,4043,15888,2.9,372336,14.75,0.51
바이젠셀,42850,1050,-2.3899999999999997,500,4043,9436,0.16,123609,-30.939999999999998,150.62
AP시스템,27700,50,-0.18,500,4011,14480,14.75,86654,11.32,19.779999999999998
SNK,19000,0,0,0,4002,21062,65.72,40681,42.6,6.859999999999999
해성산업,15150,300,-1.94,500,3993,26356,0.28,75614,0.7799999999999999,NA
셀루메드,10000,30,0.3,500,3961,39607,1.01,303190,243.9,0.51
오이솔루션,37000,0,0,500,3931,10624,5.45,38693,23.07,8.629999999999999
노바렉스,43650,350,0.81,500,3930,9004,1.11,35792,15.03,24.25
보광산업,10800,200,-1.82,500,3925,36339,0.55,2293228,36.86,NA
쇼박스,6260,1100,21.32,500,3919,62600,1.94,106834379,-70.34,-1.91
이엔드디,37800,0,0,500,3901,10320,0.92,390616,208.84,9.950000000000001
KG모빌리언스,9980,70,-0.7,500,3875,38826,3.23,324472,11.19,9.17
디와이피엔에프,36150,450,-1.23,500,3873,10714,5.359999999999999,86855,21.79,32.49
인크로스,48000,700,-1.44,500,3867,8057,15.96,7990,25.21,17.55
동신건설,46000,3950,9.39,500,3864,8400,0.13,206205,-142.86,-2.24
유진기업,4990,5,0.1,500,3858,77311,6.859999999999999,252593,13.2,6.31
뉴파워프라즈마,8790,150,1.74,100,3841,43693,2.8299999999999996,11306409,9.92,20.37
톱텍,10100,50,-0.49,500,3840,38023,4.45,109783,-12.1,3.03
켐트로닉스,25750,150,0.59,500,3826,14858,4.26,246513,13.16,16.24
HB솔루션,22900,700,-2.9699999999999998,500,3811,16640,1.96,239607,-49.57,-6.01
아이큐어,41150,200,0.49,500,3791,9214,0.6799999999999999,45728,-17.939999999999998,-12.03
한국기업평가,83400,100,-0.12000000000000001,5000,3787,4541,76.02,2485,17.51,19.89
클리오,21700,50,-0.23,500,3774,17393,1.48,68109,63.27,6.430000000000001
케이티알파,7680,50,0.6599999999999999,1000,3765,49019,1.35,69646,-70.46000000000001,-2.1
월덱스,22750,400,-1.73,500,3756,16511,2.32,138637,17.34,21.959999999999997
골프존뉴딘홀딩스,8750,0,0,500,3748,42837,1.72,67170,7.96,6.17
인바디,27200,400,-1.45,500,3722,13684,31.45,52864,12.18,12.09
샘씨엔에스,7400,70,-0.9400000000000001,500,3711,50154,1.1900000000000002,243530,49.01,28.2
뉴지랩파마,12100,200,-1.6300000000000001,500,3711,30667,0.6799999999999999,252796,-12.17,-35.01
에이스토리,38900,250,0.65,500,3708,9532,3.52,1010085,27.45,-21.3
와이팜,9830,330,3.4699999999999998,500,3651,37141,0.38,878617,114.3,NA
넷게임즈,12650,450,3.69,500,3650,28851,0.8400000000000001,198002,20.87,49.93
나이벡,36800,2750,8.08,500,3644,9903,0.47000000000000003,457965,-65.6,-12.28
인터로조,28000,50,0.18,500,3631,12967,6.6,20649,54.690000000000005,8.67
넥슨지티,10250,200,-1.91,500,3626,35373,2.02,134419,27.779999999999998,3.61
랩지노믹스,31600,1100,-3.36,500,3618,11450,2.58,422117,7.319999999999999,NA
텔콘RF제약,4125,50,1.23,100,3610,87509,5.57,1031418,-15.57,-41.93
APS홀딩스,17550,50,-0.28,500,3579,20394,0.96,63998,-9.02,-24.630000000000003
세종텔레콤,600,8,-1.32,500,3576,596000,1.26,5012471,4.55,5.2
위닉스,19900,50,0.25,500,3557,17873,1.76,44961,10.129999999999999,24.919999999999998
비츠로셀,16500,250,1.54,500,3554,21539,32.05,91577,25.310000000000002,9.51
에이비온,22950,650,2.9099999999999997,500,3500,15250,0.7,626378,-30.36,67.47
현대무벡스,3430,35,1.03,100,3489,101722,0.13,274349,29.830000000000002,14.08
선광,52700,200,-0.38,1000,3478,6600,5.64,38875,29.79,2.24
에스맥,1225,15,-1.21,200,3473,283520,5.68,1980454,-36.03,12.75
아바텍,22250,350,-1.55,500,3473,15608,0.9400000000000001,10224,113.52,3.8
덱스터,13650,150,-1.09,500,3460,25348,1.3900000000000001,2135663,-67.24000000000001,-5.4
썸에이지,2520,65,2.65,100,3442,136579,0.44,655256,25.979999999999997,-31.25
엠투엔,13450,250,-1.82,500,3422,25444,0.89,171265,-28.5,-10.870000000000001
유비쿼스홀딩스,18250,300,-1.62,500,3412,18697,4.24,24212,21.650000000000002,4.68
휴메딕스,34150,300,-0.8700000000000001,500,3405,9971,5.99,49973,21.3,12.99
싸이토젠,60000,1200,2.04,500,3398,5664,1.55,29148,-88.11,-26.97
마크로젠,31400,150,-0.48000000000000004,500,3365,10716,2.82,61391,3.7800000000000002,56.720000000000006
나이스정보통신,33600,100,0.3,500,3360,10000,22.49,38017,19.87,5.74
포스코엠텍,8060,10,0.12000000000000001,500,3356,41643,0.8500000000000001,303053,41.33,10.1
나스미디어,34900,50,0.14,500,3352,9605,8.92,33471,13.370000000000001,14.850000000000001
EDGC,4000,20,0.5,100,3348,83688,9.93,147077,-50,-19
지어소프트,22900,750,-3.17,500,3338,14575,15.139999999999999,225439,363.48999999999995,55.83
레인보우로보틱스,20450,0,0,500,3300,16135,2.65,32441,-189.35000000000002,-19.27
서울옥션,19500,250,1.3,500,3299,16918,1.61,237763,39.71,-4.06
NEW,11800,550,4.89,500,3293,27906,8.67,1814689,116.83,-5.14
경동제약,10650,0,0,500,3277,30769,6.46,99133,32.27,5.1
동성화인텍,11350,100,0.89,500,3275,28855,4.22,178054,14.53,20.79
비츠로테크,12500,150,-1.1900000000000002,500,3275,26200,1.43,535499,20.29,11.11
코아스템,20650,0,0,500,3263,15803,0.89,107266,-10.49,-46.849999999999994
한국정보통신,8710,70,-0.8,500,3261,37444,64.54,21550,30.35,5.24
동국S&C,5680,130,-2.24,500,3246,57143,1.86,273893,78.89,1.34
지니뮤직,5580,30,-0.53,500,3243,58115,1.52,110243,28.47,6.02
시너지이노베이션,4045,35,0.8700000000000001,500,3217,79535,12.76,447073,-24.22,-27.759999999999998
연우,25850,200,-0.77,500,3205,12398,19.8,24290,17.22,5.31
레이크머티리얼즈,4860,60,1.25,100,3194,65731,2.15,386326,28.259999999999998,5.81
브랜드엑스코퍼레이션,10800,250,-2.2600000000000002,500,3194,29572,0.21000000000000002,337399,76.06,18.14
에이치피오,16000,250,-1.54,500,3190,19938,2.36,56714,14.950000000000001,35.59
와이솔,11300,50,-0.44,500,3185,28187,5,64546,26.84,0.9500000000000001
덕산하이메탈,14000,150,-1.06,200,3181,22719,6.1499999999999995,74704,18.3,7.28
파워로직스,9210,40,0.44,500,3170,34421,3.69,716443,-13.68,-11.02
카이노스메드,3000,50,1.6900000000000002,100,3161,105358,3.92,170878,-24.59,-89.72
세경하이테크,26900,450,-1.6500000000000001,500,3159,11744,1.21,354820,672.5,-2.7800000000000002
