종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
피앤씨테크,7840,130,-1.6300000000000001,500,509,6497,2.54,79404,28.2,3.58
케이씨피드,3035,40,-1.3,500,507,16716,13.56,71958,18.51,2.17
네이블,7750,30,-0.39,500,506,6530,1.26,52456,32.290000000000006,2.38
루멘스,1050,45,-4.109999999999999,500,505,48103,5.38,465690,-1.6500000000000001,-16.41
체리부로,1810,15,-0.8200000000000001,500,504,27872,0.3,141583,-2.15,-60.620000000000005
에스피시스템스,6170,80,-1.28,100,503,8146,2.14,20272,2056.67,0.96
제이엠아이,1540,95,-5.81,1000,502,32579,4.7,1143057,-11.41,-20.630000000000003
씨유메디칼,1195,5,0.42000000000000004,500,502,41970,1.21,467833,-1.45,-55.790000000000006
오파스넷,4190,100,-2.3299999999999996,500,497,11860,2.23,62592,7.46,29.88
윈텍,2660,10,0.38,100,492,18499,0.22,40967,-27.14,-9.350000000000001
나노캠텍,1750,0,0,500,491,28080,4.49,111728,-2.9499999999999997,-6.1
한창산업,9420,320,-3.29,500,490,5200,13.5,38048,19.71,2.23
한국정보공학,6100,20,0.32999999999999996,500,489,8018,1.54,55488,-871.43,-10.18
빛샘전자,7840,180,-2.24,500,488,6231,4.59,92052,19.41,1.91
레드로버,1830,0,0,500,488,26689,4.83,0,19.47,9.16
참존글로벌,1015,0,0,500,483,47606,0.14,0,-0.39,428.36
진바이오텍,5600,40,0.72,500,482,8611,3.77,54477,-15.18,-5.09
솔루에타,3480,140,-3.8699999999999997,500,481,13825,1.62,252722,-6.49,-16.64
기산텔레콤,3300,30,-0.9,500,481,14577,2.71,155258,-27.27,0.15000000000000002
제룡산업,4810,340,-6.6,500,481,10000,1.86,844620,18.01,9.62
뉴보텍,1420,0,0,500,475,33434,2.32,129124,-7.85,NA
골드앤에스,1305,0,0,500,473,36224,0.03,0,14.5,-27.37
코다코,1205,0,0,500,471,39064,2.17,34129,-16.51,-75.32
풍강,4740,55,-1.1500000000000001,500,468,9879,5.05,52620,11.209999999999999,0.26
대모,5600,20,-0.36,500,466,8324,3.14,56069,280,0.77
서울리거,1180,30,-2.48,500,461,39101,0.74,302888,-2.64,-63.28
성우전자,2960,50,-1.6600000000000001,500,459,15508,2.4299999999999997,31819,-23.310000000000002,-3.58
한솔인티큐브,3300,55,1.6900000000000002,500,458,13880,1.45,97059,-6.53,6.84
피델릭스,1380,30,2.22,500,457,33132,32.1,203592,-11.9,-14.08
YW,4005,75,-1.84,500,455,11355,2.09,37207,15.229999999999999,4.55
제닉,6490,30,0.46,500,454,7000,6.98,34665,-15.709999999999999,-17.6
강원,2500,0,0,500,454,18155,0.45,0,-14.709999999999999,-65.28
아래스,990,0,0,100,452,45662,0.36,0,-41.25,4.9
세화피앤씨,2170,280,-11.43,100,450,20743,5.92,2384750,27.12,15.26
동방선기,3320,0,0,500,450,13541,0,0,-46.760000000000005,-3.3
지란지교시큐리티,5360,120,-2.19,500,445,8307,2.86,44190,-109.39,-3.04
알에프세미,4320,35,-0.8,500,443,10249,1.11,68955,-2.25,-46.59
경남제약헬스케어,3320,0,0,100,443,13334,0,0,-3.84,-34.730000000000004
국일신동,3960,35,-0.88,500,439,11090,4.67,44471,43.52,0.2
드래곤플라이,2565,70,2.8099999999999996,500,439,17107,0.33999999999999997,671437,-5.99,-84.16
에프알텍,3830,130,-3.2800000000000002,500,437,11400,0.99,129796,-12.850000000000001,-13.29
피피아이,4685,40,-0.8500000000000001,500,436,9308,4.5,74577,-5.02,-25.02
에스아이리소스,639,0,0,100,435,68076,8.97,0,14.860000000000001,9.42
파루,1120,5,0.45,500,434,38785,2.4299999999999997,131485,-2.15,-65
씨씨에스,772,18,-2.2800000000000002,500,432,56005,0.19,480644,193,-11.55
에이치케이,2320,70,3.11,500,429,18506,7.4,255360,10.360000000000001,2.4899999999999998
이큐셀,3100,0,0,500,427,13781,0.93,0,-1.3900000000000001,-2.8
자안코스메틱,5350,200,3.88,1000,427,7983,0.8700000000000001,102811,-1.28,-44.660000000000004
육일씨엔에쓰,4560,135,-2.88,500,427,9363,3.1,19783,-2.77,-81.21000000000001
엔피케이,2275,20,-0.8700000000000001,500,426,18724,42.96,92668,20.310000000000002,-1.54
유앤아이,4535,85,-1.84,500,421,9277,3.2,10931,-4.359999999999999,-37.75
디젠스,1280,90,7.56,500,418,32628,2.66,1126777,-9.55,-37.46
에스엘바이오닉스,988,51,5.44,500,416,42064,0,9385801,-3.71,-0.55
파커스,2955,65,-2.15,500,415,14049,2.4499999999999997,56295,-4.1499999999999995,-10.56
릭스솔루션,489,5,1.03,100,413,84418,1.03,713789,-3,-82.72
아우딘퓨쳐스,1845,50,-2.64,500,409,22179,4.91,44289,-2.86,-45.48
엠에프엠코리아,2010,25,1.26,100,407,20272,0,245420,-6.84,-21.57
연이비앤티,2105,0,0,500,403,19126,4.41,0,-1.96,-168.44
이퓨쳐,8440,250,-2.88,500,403,4769,2.86,22110,26.54,2.94
헝셩그룹,502,1,0.2,0,402,80000,28.43,996180,-8.51,1.83
한탑,1410,20,-1.4,500,399,28270,1.94,159851,-5.88,-32.96
스카이이앤엠,960,31,-3.13,100,396,41281,0,1071221,-1.49,-125.6
듀오백,3300,50,-1.49,500,395,11968,2.2600000000000002,94222,-30,2.65
엔시트론,1220,0,0,500,394,32296,0.8400000000000001,103462,-7.72,-41.449999999999996
전진바이오팜,6150,30,0.49,500,390,6341,2.56,16335,-10.6,-48.21
이엠앤아이,1390,0,0,500,381,27425,0,0,-11.98,-72.69
광진실업,5880,80,-1.34,500,377,6405,5.7700000000000005,39881,51.58,-12.03
ITX-AI,1285,0,0,500,377,29302,1.92,0,-6.659999999999999,-21.919999999999998
케이피티유,7430,270,-3.51,500,376,5060,4.109999999999999,29944,-18.72,-10.11
에이티세미콘,2490,340,-12.01,500,373,14963,5.46,843019,-0.8,-80.56
코이즈,2400,35,1.48,500,372,15499,3.62,93359,-3.8299999999999996,-14.25
인포마크,7160,340,-4.53,500,363,5074,0.6,56340,-4.39,-125.85
아이톡시,2890,0,0,500,361,12491,0.2,0,-5.79,-24.03
대동금속,11300,900,-7.38,1000,360,3189,1.8,104087,15.17,4.319999999999999
코리아에스이,1895,10,-0.52,200,358,18900,20.93,67312,-9.33,-15.76
유아이디,2530,20,-0.7799999999999999,500,344,13580,2.13,91048,-9,-67.02
스타플렉스,4290,30,0.7,500,343,7985,1.98,72745,-7.83,-10.629999999999999
에스티오,2725,50,-1.8,500,341,12501,2.3499999999999996,47347,-11.7,-8.239999999999998
와이오엠,2135,45,-2.06,500,339,15856,11.719999999999999,72937,711.6700000000001,15.03
에스에스알,5610,140,-2.4299999999999997,500,333,5930,3.4299999999999997,29144,-34.839999999999996,-6.09
엘디티,4930,270,-5.1899999999999995,500,329,6678,5.99,129285,12.77,12.78
디엠티,2895,0,0,500,326,11250,10.58,25722,-8.75,-19.05
KD,1965,10,0.51,500,325,16525,0.64,571857,-115.59,-17.43
인터엠,1525,25,-1.61,500,321,21045,0,24005,-2.7800000000000002,-32.68
디지아이,3480,20,0.58,500,313,9000,6.159999999999999,80794,870,1.49
테라셈,1440,0,0,500,305,21163,0.6699999999999999,0,-6.18,-16.47
텔레필드,3315,120,-3.4899999999999998,500,304,9176,1.99,91300,-4.07,-28.630000000000003
씨케이에이치,240,7,-2.8299999999999996,0,289,120450,28.71,723737,-0.47000000000000003,-24.58
이스트아시아홀딩스,169,2,-1.1700000000000002,0,286,169510,0,731649,7.04,-0.46
세영디앤씨,8850,0,0,500,270,3049,4.319999999999999,0,-0.47000000000000003,-27.34
이엠네트웍스,8160,0,0,500,266,3256,0.18,0,-1.36,3839.06
코너스톤네트웍스,204,0,0,500,265,129772,1.54,0,-9.27,-199.01
코센,905,0,0,500,264,29170,0.96,0,-3.13,-208.76
엔지스테크널러지,2205,0,0,500,252,11444,1.35,0,-4.09,-33.41
엑스큐어,3410,70,2.1,500,251,7366,17.1,113005,-65.58,-3.68
매직마이크로,282,0,0,100,244,86624,3.4099999999999997,0,-0.55,-128.87
삼성스팩4호,6070,70,-1.1400000000000001,100,244,4020,0.03,82168,NA,NA
THE MIDONG,1545,20,1.31,500,241,15583,2.22,204440,-3.13,-29.66
이미지스,3100,25,0.81,500,238,7669,1.6800000000000002,12206,-11.92,-45.43
삼성머스트스팩5호,4895,50,-1.01,100,235,4810,0.43000000000000005,41917,NA,NA
에프앤리퍼블릭,2130,20,-0.93,500,234,10989,0.5700000000000001,24872,-0.53,-212.79
크루셜텍,1065,30,-2.74,1000,223,20961,0,105567,-1.6700000000000002,-38.2
에코마이스터,550,0,0,500,223,40585,2.74,0,-0.6799999999999999,-385.76
일야,685,0,0,500,217,31740,2.92,0,-17.12,-67.43
현진소재,400,0,0,500,213,53201,0.74,0,5.13,95.14
슈펙스비앤피,1620,0,0,500,212,13078,6.99,0,-3.59,-12.47
GV,240,0,0,500,208,86766,0.27,0,-0.62,-43.720000000000006
세동,1190,50,-4.03,500,208,17459,1.24,348498,34,-82.78
자안바이오,2995,0,0,5000,199,6655,1.84,0,-0.12000000000000001,-29.87
소리바다,3960,0,0,500,196,4940,6.89,0,-0.54,-394.31
하나금융17호스팩,2810,0,0,100,191,6810,5.89,0,-37.97,NA
한화에스비아이스팩,4350,110,2.59,100,190,4360,0.43000000000000005,93414,-1450,0.14
포티스,108,0,0,500,188,174440,2.73,0,4,-5.8
에스앤더블류,2505,0,0,500,180,7200,0.76,0,67.7,1.59
유진스팩5호,4395,65,1.5,100,176,4010,0.19,14631,-2197.5,0.38
UCI,445,0,0,500,166,37397,2.8299999999999996,0,-1.1400000000000001,-55.57
케이비제18호스팩,2090,0,0,100,163,7822,0.02,8770,-696.6700000000001,0.39
대신밸런스제9호스팩,3865,90,-2.2800000000000002,100,163,4210,0.06,791564,-257.67,NA
상상인이안1호스팩,3290,160,5.109999999999999,100,156,4750,0.47000000000000003,385244,-1096.6699999999998,0.71
엔에이치스팩17호,2155,0,0,100,151,7010,0.14,0,-538.75,NA
유안타제5호스팩,2500,10,0.4,100,148,5930,0.12000000000000001,62343,357.14000000000004,0.77
한국코퍼레이션,282,0,0,500,144,51186,1.74,0,-3.2800000000000002,-53.55
IBKS제14호스팩,3310,260,8.52,100,143,4330,0.28,1163909,-331,NA
스카이문스테크놀로지,829,0,0,500,142,17117,37.71,0,3.86,-4.23
케이비제20호스팩,2170,0,0,100,141,6501,0,6427,241.10999999999999,0.9500000000000001
유안타제8호스팩,2165,5,0.23,100,140,6490,0.04,7180,NA,NA
미래에셋대우스팩3호,2140,20,0.9400000000000001,100,139,6482,0.06,47984,-2140,0.32999999999999996
한화플러스제1호스팩,2820,25,0.89,100,133,4710,0.36,120708,-282,0
DB금융스팩8호,2155,15,-0.69,100,130,6050,0.27,3479,-76.96000000000001,NA
대신밸런스제8호스팩,2300,15,-0.65,100,129,5610,0.04,16988,383.33,0.39
대신밸런스제7호스팩,2400,0,0,100,125,5205,0,0,-480,-0.21000000000000002
하이제6호스팩,2270,15,-0.6599999999999999,100,123,5408,1.6900000000000002,42422,NA,NA
SK6호스팩,2140,0,0,100,122,5710,0.51,30025,356.67,0.3
한국정밀기계,1440,0,0,500,121,8404,0,0,-0.91,-25.9
유안타제7호스팩,2185,5,-0.23,100,120,5500,0,11269,-36.42,NA
한화플러스제2호스팩,2870,10,-0.35,100,119,4160,0.3,87438,NA,NA
유진스팩4호,3410,40,1.1900000000000002,100,119,3490,0.97,16269,NA,0.32999999999999996
대신밸런스제10호스팩,2175,10,0.46,100,119,5460,0.17,270387,NA,NA
한국9호스팩,2460,0,0,100,118,4810,0.6,0,-41.690000000000005,NA
유진스팩7호,2360,60,-2.48,100,118,5010,0.05,824481,NA,NA
교보10호스팩,2195,5,-0.23,100,117,5320,0,4957,-439,NA
IBKS제13호스팩,2210,15,0.6799999999999999,100,114,5170,0.93,8467,-368.33,NA
신한제6호스팩,2230,10,-0.45,100,112,5010,0.54,50878,-2230,0.18
케이비17호스팩,2045,0,0,100,112,5461,0.01,57021,2045,0.42000000000000004
미래에셋대우스팩 5호,2175,5,0.23,100,110,5060,0.14,10372,-120.83,NA
하이제5호스팩,2180,25,-1.1300000000000001,100,109,5020,0.13,15345,272.5,0.65
에이치엠씨제5호스팩,2130,5,-0.23,100,109,5115,0.12000000000000001,13991,-24.77,NA
엔에이치스팩18호,2340,5,-0.21000000000000002,100,108,4600,0.31,22085,-36.56,NA
아리온,275,0,0,500,107,38974,3.04,0,-0.01,-586.75
유안타제4호스팩,2260,0,0,100,105,4650,0.16,0,753.3299999999999,0.41000000000000003
DB금융스팩9호,2155,0,0,100,104,4840,0.13,5573,-35.33,NA
하나금융15호스팩,2205,0,0,100,104,4710,0,16284,367.5,0.9
한국제8호스팩,2940,20,-0.6799999999999999,100,101,3420,0.9500000000000001,190770,-367.5,0.48000000000000004
신한제7호스팩,2200,0,0,100,100,4550,0.72,0,-12.09,NA
하나머스트7호스팩,2270,15,-0.6599999999999999,100,98,4304,0.3,26420,-56.75,NA
하나금융14호스팩,2205,20,0.92,100,97,4410,0,10718,2205,0.38
루트로닉3우C,28000,3000,12,500,97,347,0.2,934,197.18,NA
SK5호스팩,2255,5,-0.22,100,97,4310,0.25,64985,-751.6700000000001,0.28
신영스팩6호,2200,10,-0.45,100,95,4305,0.99,51819,275,-2.01
케이비제19호스팩,2160,0,0,100,93,4301,0,36419,-432,0.2
에이치엠씨제4호스팩,2150,10,0.47000000000000003,100,93,4310,0.02,1514,2150,NA
하나금융16호스팩,2240,0,0,100,90,4010,0.07,8596,-746.6700000000001,-0.71
교보9호스팩,2220,0,0,100,86,3880,0.28,16498,-246.67,-0.5
상상인이안제2호스팩,2170,0,0,100,84,3850,0.23,17291,723.3299999999999,0.4
IBKS제15호스팩,2350,0,0,100,83,3520,0.46,0,-6.18,NA
이베스트스팩5호,2175,5,0.23,100,79,3620,1.52,563,-725,NA
제이웨이,2160,0,0,500,78,3611,0,0,-0.54,-159.36
IBKS제16호스팩,2280,40,-1.72,100,78,3410,0.06,416811,NA,NA
신영스팩5호,2215,5,0.23,100,78,3505,0.4,62895,369.17,-0.17
유진스팩6호,2490,40,-1.58,100,75,3020,0.33999999999999997,138081,NA,NA
에스디시스템,739,0,0,500,71,9609,8.1,0,9.350000000000001,-34.160000000000004
지스마트글로벌,620,0,0,500,70,11339,9.31,0,-0.08,-102.75
IBKS제12호스팩,2245,10,-0.44,100,70,3120,1.09,80458,-124.72,-0.52
이베스트이안스팩1호,2165,5,-0.23,100,69,3200,0.26,11758,240.56,0.58
케이프이에스제4호,2260,15,-0.6599999999999999,100,68,3009,1.11,63489,1130,NA
대호특수강우,1590,20,-1.24,500,67,4242,1.6600000000000001,14158,-12.719999999999999,NA
지유온,220,50,-18.52,500,65,29501,15.12,3835124,-2.24,-44.53
에이아이비트,174,369,-67.96000000000001,500,64,36788,0.72,21814428,-0.54,-16.41
소프트센우,33500,600,1.82,500,48,143,0.44,391,190.34,NA
