종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
KTis,2595,20,-0.76,500,903,34802,6.56,88742,11.8,4.4
TIGER 소프트웨어,16655,285,1.74,0,903,5420,0.52,230135,NA,NA
신풍제지,2575,25,-0.96,500,900,34959,2.07,69115,2.25,38.76
NH프라임리츠,4820,10,0.21,500,899,18660,0.11,27869,44.63,2.16
KODEX 건설,3860,40,-1.03,0,899,23300,0.24,536827,NA,NA
경동인베스트,37950,100,0.26,5000,898,2365,13.57,5082,6.33,3.68
만호제강,21600,0,0,1000,896,4150,6.25,4078,103.35,0.37
상신브레이크,4150,5,0.12,500,891,21471,2.69,61277,7.89,-1.6
다이나믹디자인,555,5,-0.89,500,878,158289,2.19,1310129,-2.01,-90.21
한창,1300,60,4.84,500,868,66790,2.15,2967600,-7.93,-53.91
쎌마테라퓨틱스,6410,0,0,500,862,13452,0.63,0,-4.16,-1165.4
신한 레버리지 은 선물 ETN(H),8615,70,0.82,0,862,10000,0,80860,NA,NA
화인베스틸,2900,60,-2.03,500,857,29550,3.86,222263,-4.27,-18.43
고려산업,3430,5,0.15,1000,855,24939,1.57,158926,9.74,6.91
제일연마,8550,30,-0.35,500,855,10000,5.07,4166,17.34,3.84
성보화학,4190,105,2.57,500,839,20020,1.66,71640,-13.97,NA
화천기공,37900,250,0.66,5000,834,2200,8.51,10721,39.89,1.52
KBSTAR KIS국고채30년Enhanced,102680,1755,-1.68,0,832,810,0,581,NA,NA
HANARO 200선물인버스,9040,15,0.17,0,832,9200,0.02,7966,NA,NA
미래에셋증권우,5880,30,0.51,5000,828,14076,0.66,19947,4.46,NA
KODEX K-미래차액티브,11005,95,0.87,0,825,7500,0.07,162907,NA,NA
KODEX 미국나스닥100선물(H),19410,125,0.65,0,825,4250,0,27330,NA,NA
세원정공,8090,0,0,500,809,10000,14.92,0,3.26,5.76
대동전자,7710,270,-3.38,500,809,10490,42.24,45616,21.84,2.22
KBSTAR 중국본토대형주CSI100,20660,210,1.03,0,806,3900,0,12841,NA,NA
삼정펄프,32150,450,1.42,5000,804,2500,3.93,3541,8.04,13.58
TIGER 글로벌BBIG액티브,11965,40,0.34,0,803,6710,0,81332,NA,NA
KBSTAR 고배당,12795,10,0.08,0,793,6200,0.36,18259,NA,NA
TIGER 유로스탁스50(합성 H),14255,5,-0.04,0,784,5500,0,30883,NA,NA
진양산업,5990,30,0.5,500,779,13000,5.44,65406,16.37,12.16
한익스프레스,6460,20,0.31,500,775,12000,2.35,57249,48.21,-2.87
TIGER 탄소효율그린뉴딜,10005,5,0.05,0,770,7700,0.02,9149,NA,NA
참엔지니어링,1385,10,0.73,500,769,55529,3.99,107627,43.28,7.18
대신 철광석 선물 ETN(H),37450,2475,7.08,0,749,2000,0,3958,NA,NA
혜인,5890,0,0,500,749,12713,4.52,61394,8.18,4.97
평화홀딩스,5100,130,-2.49,500,746,14625,16.47,675859,6.83,-2.68
하이스틸,3720,30,0.81,500,744,19999,1.64,243132,6.38,-0.99
우신시스템,4060,150,-3.56,500,744,18314,0.7,121021,-3.79,-11.2
DL우,44050,50,-0.11,5000,743,1686,7.73,2395,1.42,NA
전방,44200,1500,-3.28,5000,743,1680,0.56,12381,3.68,4.35
TIGER 퓨처모빌리티액티브,11900,220,1.88,0,741,6230,1.51,117045,NA,NA
SJM,4725,30,-0.63,500,737,15605,12.55,33429,12.3,1.63
대교우B,3755,70,-1.83,500,729,19427,5.1,246181,-75.1,NA
미래아이앤지,563,3,0.54,100,729,129484,4.65,1168455,24.48,24.75
ARIRANG 신흥국MSCI(합성 H),12240,55,0.45,0,725,5920,0,11708,NA,NA
CS홀딩스,62700,100,-0.16,5000,724,1154,3.04,2348,9.42,3.2
주연테크,1325,125,-8.62,200,724,54612,3.25,5758077,27.04,-5.86
한세엠케이,5590,80,-1.41,500,722,12909,12.01,41785,-4.71,-25.79
메타랩스,1095,15,-1.35,500,721,65883,0,250961,-5,-33.92
금비,72000,700,0.98,5000,720,1000,1.05,1210,26.83,-3.4
KOSEF 단기자금,101230,5,0,0,717,708,0.19,322,NA,NA
케이탑리츠,1550,20,-1.27,1000,716,46224,15.37,584530,6.28,15.17
태양금속,1940,40,-2.02,500,712,36700,1.03,888075,-12.6,-11.4
세우글로벌,2470,0,0,500,709,28705,1.59,0,-70.57,2.44
신한 레버리지 다우존스지수 선물 ETN(H),35395,740,2.14,0,708,2000,0,740,NA,NA
유한양행우,59600,400,-0.67,1000,704,1181,0,922,43.35,NA
SUN&L,5550,70,1.28,1000,700,12608,1.04,34837,-6.84,-4.33
KBSTAR 국채선물5년추종인버스,50520,90,0.18,0,697,1380,0,6,NA,NA
TIGER 코스닥150 레버리지,17840,20,-0.11,0,696,3900,7.21,127371,NA,NA
TIGER 국채3년,110065,75,-0.07,0,693,630,0,712,NA,NA
KB Wise 분할매매 ETN,11505,5,-0.04,0,690,6000,0,206065,NA,NA
부국증권우,23000,100,0.44,5000,690,3000,12.12,1973,4.03,NA
동일제강,4585,80,1.78,500,688,15000,3.5,274616,15.6,0.23
TIGER 미국다우존스30,20745,230,1.12,0,685,3300,0,17737,NA,NA
호텔신라우,90300,500,0.56,5000,679,752,2.68,6642,-27.46,NA
TIGER 미국채10년선물,12110,50,-0.41,0,678,5600,0,34659,NA,NA
TRUE 나스닥 100 ETN,13520,0,0,0,676,5000,0,0,NA,NA
WISCOM,4400,105,-2.33,500,674,15326,3.75,104027,52.38,-0.85
KODEX 차이나심천ChiNext(합성),14275,30,-0.21,0,671,4700,1.63,118485,NA,NA
TIGER 인버스,4345,0,0,0,669,15400,0.75,186169,NA,NA
TBH글로벌,3195,110,3.57,500,666,20857,5.17,135029,-18.47,-33.15
컨버즈,4100,0,0,500,662,16143,0.18,0,-13.1,-367.38
선도전기,3670,130,3.67,500,661,18000,3.41,173673,-91.75,2.8
GS우,37000,450,1.23,5000,660,1785,10.63,10148,4.21,NA
KODEX K-신재생에너지액티브,12460,165,1.34,0,660,5300,1.81,387621,NA,NA
TIGER 미디어컨텐츠,8235,25,-0.3,0,660,8010,5.78,104361,NA,NA
TIGER 원유선물Enhanced(H),3390,50,1.5,0,659,19450,0.56,305191,NA,NA
한국전자홀딩스,1405,20,1.44,500,658,46803,7.57,767082,12.89,-5.36
TRUE S&P500 선물 ETN,13145,55,0.42,0,657,5000,0,30,NA,NA
TIGER 은행,7760,155,2.04,0,653,8420,0.5,103451,NA,NA
신송홀딩스,5520,90,1.66,500,653,11829,2.69,39605,12.32,3.04
티에이치엔,3600,35,0.98,500,648,18000,5.15,224916,2.99,-24.87
미래에셋 전기전자 Core5 ETN,32380,170,-0.52,0,648,2000,0,10,NA,NA
동양고속,22250,150,-0.67,5000,644,2896,0.91,3240,-3.61,-13.74
유엔젤,4880,10,0.21,500,644,13195,5.74,97848,4.65,-1.67
한화투자증권우,13350,250,-1.84,5000,641,4800,1,31689,19.87,NA
TIGER KRX인터넷K-뉴딜,12145,165,1.38,0,638,5250,0.48,81096,NA,NA
녹십자홀딩스2우,75200,500,-0.66,500,636,846,0.07,852,23.2,NA
미래산업,14250,350,2.52,500,634,4452,4.6,35050,130.73,-10.31
SOL KIS단기통안채,100410,10,0.01,0,632,629,0,1,NA,NA
HANARO Fn K-뉴딜디지털플러스,12725,0,0,0,624,4900,0,30866,NA,NA
TIGER 차이나HSCEI,10895,10,-0.09,0,621,5700,0.38,20096,NA,NA
TIGER 코스피,31665,85,-0.27,0,617,1950,0.01,470,NA,NA
우진아이엔에스,8100,90,1.12,500,617,7622,1.84,5076,77.14,1.69
TIGER 차이나클린에너지SOLACTIVE,10550,25,0.24,0,612,5800,1.91,127640,NA,NA
두산퓨얼셀2우B,20450,300,-1.45,100,611,2986,0.34,6140,340.83,NA
금호전기,3595,305,-7.82,500,609,16953,3.66,270951,-2.21,-100.98
KODEX IT,20220,5,0.02,0,607,3000,0,15178,NA,NA
화천기계,2730,25,-0.91,500,601,22000,3.16,80805,-45.5,-3.72
롯데칠성우,75600,300,-0.4,500,586,775,7.45,1314,30.79,NA
갤럭시아에스엠,2115,40,-1.86,500,583,27550,1.24,218914,28.2,4.63
대림통상,3805,5,0.13,1000,579,15225,1.36,25496,-4.62,-15.15
SJM홀딩스,3860,100,-2.53,500,576,14934,6.88,31352,10.9,2.02
대신 WTI원유 선물 ETN(H),7200,120,1.69,0,576,8000,0,103,NA,NA
삼성 코스피 풋매도 ETN,11435,0,0,0,572,5000,0,0,NA,NA
KODEX 증권,8130,40,-0.49,0,569,7000,0.25,51817,NA,NA
TIGER 중장기국채,52070,200,-0.38,0,562,1080,0,96,NA,NA
KBSTAR 대형고배당10TR,15835,15,-0.09,0,562,3550,0,3900,NA,NA
SK디스커버리우,41250,700,1.73,5000,560,1358,1.96,16943,4.04,NA
KODEX 200IT TR,13525,95,-0.7,0,555,4100,0,1713,NA,NA
폴루스바이오팜,1225,0,0,500,551,45008,1.69,0,-23.56,-7.07
유안타증권우,4265,15,-0.35,5000,551,12912,0.31,9187,3.71,NA
QV 레버리지 S&P500 ETN,26855,595,2.27,0,537,2000,0,41,NA,NA
KODEX 200ESG,14505,10,-0.07,0,537,3700,0,4416,NA,NA
HANARO 200선물레버리지,27905,5,0.02,0,530,1900,0,5332,NA,NA
HANARO 글로벌럭셔리S&P(합성),17935,55,0.31,0,529,2950,0.02,10762,NA,NA
TIGER MSCI KOREA ESG리더스,11485,35,-0.3,0,524,4560,0,4476,NA,NA
TIGER 200 중공업,3350,15,-0.45,0,521,15560,1.02,527625,NA,NA
TIGER 글로벌클라우드컴퓨팅INDXX,12875,105,0.82,0,520,4040,0.13,65903,NA,NA
한화솔루션우,46100,700,-1.5,5000,518,1124,2.25,2790,11.43,NA
롯데지주우,52000,500,-0.95,200,514,988,0.4,290,74.29,NA
원림,22000,500,-2.22,5000,506,2298,1.63,4372,3.06,16.31
KBSTAR 금융채액티브,102835,65,-0.06,0,504,490,0,8,NA,NA
솔루스첨단소재2우B,30500,0,0,100,502,1646,0.11,7341,-79.43,NA
삼성 미국 대형 성장주 ETN,24850,295,1.2,0,497,2000,0,133,NA,NA
성문전자,2525,20,-0.79,500,492,19487,5.42,214232,78.91,-3.63
유화증권우,2800,0,0,1000,489,17476,0,1845,21.21,NA
이화산업,17400,250,-1.42,5000,487,2800,0.56,2655,1.08,-2.65
KBSTAR 미국S&P원유생산기업(합성 H),4060,110,2.78,0,487,12000,7.83,331207,NA,NA
삼성 미국 대형 성장주 ETN(H),24320,330,1.38,0,486,2000,0,86,NA,NA
KODEX 철강,9740,70,-0.71,0,484,4970,0.01,173714,NA,NA
삼화전자,4600,405,9.65,1000,481,10458,7.53,2257587,-30.07,-19.35
KODEX 탄소효율그린뉴딜,9985,15,-0.15,0,479,4800,0,5550,NA,NA
ARIRANG ESG성장주액티브,9665,0,0,0,478,4950,0,419,NA,NA
에이리츠,11250,0,0,5000,474,4217,2.4,27661,9.88,19.5
KODEX KRX300,18970,75,-0.39,0,474,2500,0,6287,NA,NA
TRUE 인버스 2X 나스닥 100 ETN,1575,15,-0.94,0,472,30000,0,645805,NA,NA
동원금속,1010,5,-0.49,500,472,46755,3.21,221529,-6.64,-55.39
삼성 레버리지 China A50 선물 ETN(H),47210,1290,2.81,0,472,1000,0,1704,NA,NA
진양화학,3930,10,-0.25,500,472,12000,2.21,72446,31.44,3.05
진도,3765,105,-2.71,500,469,12448,3.34,64330,-59.76,-1.84
체시스,1460,10,-0.68,500,467,32000,0.63,161858,-18.02,-8.25
KODEX 미디어&엔터테인먼트,23305,145,0.63,0,466,2000,0.01,29314,NA,NA
한솔PNS,2260,20,0.89,500,463,20493,3.37,223841,18.83,6.97
KODEX 차이나H,18500,10,-0.05,0,462,2500,32.3,11712,NA,NA
KOSEF 인도Nifty50(합성),19420,185,0.96,0,456,2350,0,82651,NA,NA
동원수산,9750,150,1.56,5000,454,4654,5.84,84596,-11.73,-6.53
KBSTAR 200TR,21050,10,-0.05,0,453,2150,0,2905,NA,NA
대한항공우,40700,600,-1.45,5000,452,1111,2.35,15678,21.19,NA
삼성 인버스 2X WTI원유 선물 ETN,450,15,-3.23,0,450,100000,0.04,7949858,NA,NA
성안,787,0,0,500,447,56858,0.1,0,-2.36,-36.36
KINDEX 국고채3년,106140,110,-0.1,0,446,420,0,1400,NA,NA
TIGER 미국나스닥바이오,23295,215,0.93,0,443,1900,0.01,10121,NA,NA
한성기업,7070,120,-1.67,5000,439,6210,1.58,22237,39.06,4.52
KBSTAR 미국S&P500,11440,95,0.84,0,435,3800,0,41208,NA,NA
바다로19호,2850,5,0.18,5000,433,15200,0.02,69751,-20.21,-6.51
삼성 레버리지 은 선물 ETN(H),14310,145,1.02,0,429,3000,0,26330,NA,NA
KINDEX 인도네시아MSCI(합성),8415,0,0,0,429,5100,0.02,9571,NA,NA
씨아이테크,1070,15,-1.38,500,427,39952,3.83,1184741,-4.37,-14.34
에이엔피,1895,105,5.87,500,423,22336,0,355444,-1.8,-50.96
KODEX 코스피대형주,14400,10,-0.07,0,418,2900,0,1292,NA,NA
신한 다우존스지수 선물 ETN(H),20875,270,1.31,0,418,2000,0,7,NA,NA
TRUE 코스피 양매도 3% OTM ETN,8305,10,0.12,0,415,5000,0,1,NA,NA
TRUE 코스피 양매도 ATM ETN,8245,15,0.18,0,412,5000,0,10,NA,NA
부산주공,717,26,-3.5,500,408,56850,1.29,1039354,-47.8,-47.39
BYC우,189000,3500,1.89,5000,407,215,0.2,883,7.57,NA
TIGER 200IT레버리지,58125,125,0.22,0,407,700,0,4271,NA,NA
TIMEFOLIO Kstock액티브,10170,100,0.99,0,407,4000,0.02,8684,NA,NA
경인전자,25800,500,-1.9,5000,405,1571,12.39,5321,27.51,2.49
코아스,1310,30,2.34,500,405,30907,6.08,661705,-28.48,-6.81
LX하우시스우,38800,300,-0.77,5000,401,1032,12.78,1999,-5.98,NA
신한 레버리지 S&P500 선물 ETN,19925,345,1.76,0,398,2000,0,400,NA,NA
KBSTAR 내수주플러스,10645,60,-0.56,0,398,3740,0.01,1426,NA,NA
태원물산,5150,80,-1.53,500,391,7600,6.47,67988,343.33,-0.08
KBSTAR Fn컨택트대표,10035,15,-0.15,0,389,3880,0.04,193184,NA,NA
TIGER 화장품,3300,25,-0.75,0,389,11790,0.12,338140,NA,NA
TIGER 레버리지,24230,20,-0.08,0,388,1600,1.32,40872,NA,NA
KODEX 차이나H레버리지(H),4555,0,0,0,387,8500,0,155975,NA,NA
ARIRANG 미국S&P500(H),18330,180,0.99,0,385,2100,0,12149,NA,NA
HANARO 코스닥150,15155,60,-0.39,0,385,2540,0.01,2080,NA,NA
진양폴리,3820,25,-0.65,500,382,10000,4.47,42802,28.3,6.03
TIGER KIS부동산인프라채권TR,5675,5,0.09,0,380,6700,0,13608,NA,NA
미래에셋 중국 심천 100 ETN,18945,155,-0.81,0,379,2000,0,3,NA,NA
KINDEX KIS종합채권(AA-이상)액티브,98320,200,-0.2,0,378,384,0,3,NA,NA
신한 브렌트원유 선물 ETN(H),9335,120,1.3,0,373,4000,0,183,NA,NA
신한 구리 선물 ETN(H),18510,170,0.93,0,370,2000,0,227,NA,NA
TIGER Fn반도체TOP10,9000,35,-0.39,0,364,4050,0,73867,NA,NA
남양유업우,218000,7000,-3.11,5000,363,167,67.11,680,-3.76,NA
KODEX 미국러셀2000(H),14720,195,1.34,0,361,2450,0,27107,NA,NA
KBSTAR 글로벌4차산업IT(합성 H),23830,160,0.68,0,357,1500,0,6299,NA,NA
신한 인버스 2X 천연가스 선물 ETN(H),1770,230,-11.5,0,354,20000,0.04,771588,NA,NA
하이골드3호,2180,20,-0.91,5000,352,16150,0.22,26178,-4.49,-30.21
TIGER 200 금융,7050,85,1.22,0,351,4980,0.08,43165,NA,NA
TIGER 200TR,21880,5,-0.02,0,350,1600,0.02,1531,NA,NA
네비게이터 친환경자동차밸류체인액티브,11245,205,1.86,0,349,3100,0.02,30641,NA,NA
KODEX 코스피TR,14475,50,0.35,0,347,2400,0,33,NA,NA
KODEX 고배당,10210,35,0.34,0,347,3400,0.01,9490,NA,NA
KODEX 미국S&P고배당커버드콜(합성 H),10180,60,0.59,0,346,3400,0,24887,NA,NA
하이트론,4675,55,-1.16,2500,342,7321,0.72,74202,-1.1,-136.89
하이골드12호,2620,0,0,5000,342,13044,0,45776,-34.47,-4.41
KODEX 차이나A50,21350,120,0.57,0,342,1600,0,10000,NA,NA
삼성 China A50 선물 ETN(H),17075,55,0.32,0,342,2000,0,12,NA,NA
삼성 인버스 2X 천연가스 선물 ETN B,6810,870,-11.33,0,340,5000,0,156844,NA,NA
KB 레버리지 항셍테크 선물 ETN(H),5675,70,-1.22,0,340,6000,0,111862,NA,NA
SHD,27950,50,0.18,5000,340,1215,2.67,13385,11.44,1.42
센트럴인사이트,2490,0,0,500,338,13590,2.14,0,-3.43,-53.41
TIGER KRX게임K-뉴딜,11465,15,-0.13,0,338,2950,0.85,51985,NA,NA
미래에셋 원자재 선물 ETN(H),11185,95,0.86,0,336,3000,0,33,NA,NA
KOSEF 국고채3년,111670,195,-0.17,0,335,300,0.01,146,NA,NA
KBSTAR 중장기국공채액티브,103200,150,-0.15,0,333,323,0,6,NA,NA
미래에셋 에너지화학 Core5 ETN,16595,435,2.69,0,332,2000,0,413,NA,NA
KODEX 장기종합채권(AA-이상)액티브KAP,96385,515,-0.53,0,331,343,0,7,NA,NA
네비게이터 ESG액티브,9660,10,-0.1,0,328,3400,0.03,4949,NA,NA
베트남개발1,238,2,0.85,0,328,137680,0.03,663515,NA,NA
KOSEF 미국달러선물,12375,5,0.04,0,325,2630,0.08,4929,NA,NA
TIGER 차이나반도체FACTSET,9170,30,-0.33,0,323,3520,2.32,58637,NA,NA
TIGER 200 헬스케어,25995,245,-0.93,0,322,1240,2.7,15948,NA,NA
미래에셋 K200 Auto-KO-P 2206-01 ETN,10720,20,0.19,0,322,3000,0,234989,NA,NA
QV 레버리지 WTI원유 선물 ETN(H),800,25,3.23,0,320,40000,0,98994,NA,NA
KBSTAR 200선물인버스2X,2090,0,0,0,318,15200,0,219035,NA,NA
삼성 미국 대형 가치주 ETN,15865,235,1.5,0,317,2000,0,16,NA,NA
모두투어리츠,4045,5,0.12,5000,317,7827,1.04,12162,22.35,2.72
티와이홀딩스우,25150,200,0.8,500,316,1255,0.63,8381,2.04,NA
신한 레버리지 금 선물 ETN,15755,155,-0.97,0,315,2000,0,22556,NA,NA
KODEX 바이오,15140,170,-1.11,0,315,2080,0.33,19050,NA,NA
덕성우,22450,1350,-5.67,500,312,1392,0.63,107045,70.38,NA
삼성 미국 대형 가치주 ETN(H),15520,65,0.42,0,310,2000,0,8,NA,NA
KODEX 헬스케어,19350,290,-1.48,0,310,1600,0.23,16360,NA,NA
삼성 인버스 2X 나스닥 100 ETN(H),6170,75,-1.2,0,308,5000,0,21619,NA,NA
미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,10135,75,-0.73,0,304,3000,0,4335,NA,NA
삼성중공우,264500,4000,1.54,1000,304,115,2.58,701,-115.96,NA
TIGER 인도니프티50레버리지(합성),27305,580,2.17,0,300,1100,0,16017,NA,NA
ARIRANG 미국장기우량회사채,104895,165,-0.16,0,299,285,0,923,NA,NA
대덕전자1우,14100,100,-0.7,500,295,2096,0.7,10520,56.4,NA
미래에셋 미디어엔터 Core5 ETN,14650,80,0.55,0,293,2000,0,2,NA,NA
TIGER 농산물선물Enhanced(H),6395,50,0.79,0,288,4500,0.05,14548,NA,NA
삼성 레버리지 나스닥 100 ETN(H),14385,175,1.23,0,288,2000,0,36035,NA,NA
삼성 레버리지 금 선물 ETN(H),28735,215,-0.74,0,287,1000,0,1181,NA,NA
TIGER 차이나CSI300인버스(합성),7560,25,-0.33,0,287,3800,0,6506,NA,NA
ARIRANG 미국나스닥기술주,24910,0,0,0,286,1150,0,12127,NA,NA
한국주강,2530,15,-0.59,500,286,11309,4.66,60437,-16.98,-4.28
세방우,7720,20,0.26,500,285,3689,11.81,3390,4.18,NA
TIGER KRX300,18940,60,-0.32,0,284,1500,0,189,NA,NA
KOSEF Fn중소형,26455,55,0.21,0,280,1060,0,478,NA,NA
TIGER 골드선물(H),12675,65,-0.51,0,279,2200,0,12969,NA,NA
HANARO Fn전기&수소차,10890,35,-0.32,0,278,2550,0.1,107872,NA,NA
TIMEFOLIO BBIG액티브,11090,70,0.64,0,277,2500,0.03,6872,NA,NA
KINDEX 코스닥150,15300,25,-0.16,0,275,1800,0,28329,NA,NA
신한 K200 USD 선물 바이셀 ETN,13750,0,0,0,275,2000,0,0,NA,NA
미래에셋 K200 Auto-KO-C 2206-01 ETN,9130,35,-0.38,0,274,3000,0,394099,NA,NA
파워 200,42115,0,0,0,274,650,0,49,NA,NA
KODEX 미국반도체MV,10880,70,0.65,0,272,2500,0,21465,NA,NA
TIGER 코스닥150선물인버스,4240,5,0.12,0,271,6400,0.5,158081,NA,NA
KINDEX 미국다우존스리츠(합성 H),96500,350,-0.36,0,270,280,0.19,1524,NA,NA
TRUE 인버스 2X 천연가스 선물 ETN(H),5400,690,-11.33,0,270,5000,0,112948,NA,NA
KBSTAR 국고채3년,112285,90,-0.08,0,269,240,0,59,NA,NA
ARIRANG 미국다우존스고배당주(합성 H),15420,200,1.31,0,267,1730,0,2937,NA,NA
신한 금 선물 ETN(H),13320,100,-0.75,0,266,2000,0,381,NA,NA
KOSEF 200선물레버리지,22960,5,-0.02,0,266,1160,0,6543,NA,NA
KODEX 에너지화학,20920,55,0.26,0,264,1260,0.05,19110,NA,NA
ARIRANG 우량회사채50 1년,108605,10,-0.01,0,261,240,0.01,796,NA,NA
KINDEX S&P아시아TOP50,14455,90,-0.62,0,260,1800,0,3268,NA,NA
대상우,18900,100,-0.53,1000,259,1370,7.79,1834,6.27,NA
KODEX 국채선물10년인버스,47380,240,0.51,0,259,546,0,3248,NA,NA
KBSTAR 200선물레버리지,23255,10,-0.04,0,256,1100,0,7659,NA,NA
일정실업,21250,0,0,5000,255,1200,1.05,2298,-7.86,-15.33
신한 S&P500 VIX S/T 선물 ETN C,10055,440,-4.19,0,251,2500,0,120743,NA,NA
코오롱우,23350,850,-3.51,5000,251,1076,7.84,30906,2.09,NA
세기상사,6160,0,0,500,251,4076,0.95,0,-15.52,-7.13
KBSTAR 200선물인버스,5080,0,0,0,249,4900,0.28,3020,NA,NA
신한 은 선물 ETN(H),12430,85,0.69,0,249,2000,0,1176,NA,NA
HANARO 고배당,11495,30,-0.26,0,247,2150,0.09,3632,NA,NA
미래에셋 Q150 Core5 ETN,12285,60,-0.49,0,246,2000,0,10,NA,NA
KODEX 글로벌4차산업로보틱스(합성),19165,165,0.87,0,243,1270,0.51,10463,NA,NA
TRUE 인버스 2X 은 선물 ETN,24220,0,0,0,242,1000,0,0,NA,NA
미래에셋 인버스 2X 은 선물 ETN,24210,0,0,0,242,1000,0,0,NA,NA
넥센타이어1우B,3685,85,2.36,500,240,6500,6.49,2149,34.44,NA
KODEX 미국달러선물레버리지,9985,15,0.15,0,239,2390,0,132179,NA,NA
QV 인버스 레버리지 은 선물 ETN(H),23810,0,0,0,238,1000,0,0,NA,NA
KODEX 필수소비재,9130,50,-0.54,0,237,2600,0.01,5687,NA,NA
하이트진로2우B,21000,150,-0.71,5000,237,1130,3.03,958,21.02,NA
메리츠 인버스 2X 은 선물 ETN(H),23555,365,-1.53,0,236,1000,0,1,NA,NA
삼성 KRX 금현물 ETN,11760,60,-0.51,0,235,2000,0,1577,NA,NA
TIGER 구리실물,10000,25,-0.25,0,235,2350,0.07,6582,NA,NA
KODEX 구리선물(H),7800,85,1.1,0,234,3000,0,13151,NA,NA
유유제약1우,10300,100,0.98,1000,233,2267,1.89,8237,572.22,NA
신한 레버리지 미국달러 선물 ETN,11665,55,-0.47,0,233,2000,0,153,NA,NA
TIGER Fn신재생에너지,10350,150,-1.43,0,233,2250,0.07,210480,NA,NA
KODEX Fn K-뉴딜디지털플러스,12730,20,0.16,0,229,1800,0.06,84159,NA,NA
KODEX 운송,6940,55,-0.79,0,229,3300,0.03,33091,NA,NA
FOCUS ESG리더스,11720,55,-0.47,0,229,1950,0,99,NA,NA
ARIRANG 미국단기우량회사채,99250,140,0.14,0,228,230,0,9,NA,NA
LX홀딩스1우,15550,50,0.32,1000,228,1465,5.97,3436,NA,NA
신한 인버스 2X WTI원유 선물 ETN(H),455,15,-3.19,0,228,50000,0,1821979,NA,NA
KODEX 미국채울트라30년선물(H),12605,270,-2.1,0,227,1800,0,23260,NA,NA
대한제당우,3480,20,-0.57,500,226,6483,2.58,41025,10.58,NA
TIGER 200 에너지화학,21535,40,0.19,0,224,1040,0.18,44394,NA,NA
QV 미국 IT TOP5 ETN(H),31935,440,-1.36,0,224,700,0,567,NA,NA
KOSEF 미국달러선물레버리지,9510,15,0.16,0,223,2340,0,4322,NA,NA
TIGER 우량가치,12995,5,0.04,0,222,1710,0.03,2345,NA,NA
TIGER 삼성그룹펀더멘털,12305,85,-0.69,0,221,1800,0.02,2762,NA,NA
삼성 코스피 풋매도 4% OTM ETN,11040,0,0,0,221,2000,0,0,NA,NA
TIGER AI코리아그로스액티브,13790,55,-0.4,0,221,1600,0,3867,NA,NA
KODEX 배당성장채권혼합,12250,40,-0.33,0,220,1800,0,9232,NA,NA
TIGER 코스피고배당,15625,20,-0.13,0,220,1410,0.03,19485,NA,NA
신한 콩 선물 ETN(H),10830,35,-0.32,0,217,2000,0,611,NA,NA
한진칼우,40350,50,0.12,2500,217,537,2.84,1583,-27.54,NA
TRUE 인버스 2X 금 선물 ETN,21550,345,1.63,0,216,1000,0,1,NA,NA
QV iSelect 글로벌 EMP ETN(H),10660,0,0,0,213,2000,0,0,NA,NA
삼양홀딩스우,70000,1700,-2.37,5000,213,304,0.7,1868,2.95,NA
KODEX 미국S&P에너지(합성),6965,195,2.88,0,212,3044,0.81,94852,NA,NA
KODEX TRF5050,12460,30,0.24,0,212,1700,0,2682,NA,NA
신한 레버리지 구리 선물 ETN,21160,500,2.42,0,212,1000,0,1228,NA,NA
메리츠 미국레버리지 인플레이션국채ETN(H),10580,155,-1.44,0,212,2000,0,173,NA,NA
메리츠 인버스 2X 금 선물 ETN(H),21120,0,0,0,211,1000,0,0,NA,NA
코리아써우,7090,20,0.28,500,210,2965,0.32,1056,20.32,NA
QV 인버스 레버리지 금 선물 ETN(H),21015,325,1.57,0,210,1000,0,1,NA,NA
KINDEX 골드선물 레버리지(합성 H),16160,160,-0.98,0,210,1300,0,10985,NA,NA
KBSTAR 게임테마,16735,80,-0.48,0,209,1250,1.55,93094,NA,NA
KODEX 배당성장,16505,95,-0.57,0,206,1250,0.19,5785,NA,NA
미래에셋 원유선물혼합 ETN(H),20630,305,1.5,0,206,1000,0,140555,NA,NA
메리츠 미국 인플레이션 국채 ETN(H),10310,50,-0.48,0,206,2000,0,130,NA,NA
KODEX TRF7030,13480,70,0.52,0,202,1500,0,5877,NA,NA
QV S&P500 VIX S/T 선물 ETN C,10095,450,-4.27,0,202,2000,0,3064,NA,NA
메리츠 레버리지 인플레이션 국채 ETN,10080,65,-0.64,0,202,2000,0,27,NA,NA
메리츠 인플레이션 국채 ETN,10055,30,-0.3,0,201,2000,0,2065,NA,NA
KODEX KRX300레버리지,20045,45,0.22,0,200,1000,0,3442,NA,NA
한화우,41800,450,-1.07,5000,200,479,0.61,1086,8.03,NA
KODEX 200exTOP,14160,90,0.64,0,198,1400,0,1,NA,NA
KODEX 200가치저변동,11000,10,-0.09,0,198,1800,0,3371,NA,NA
지코,306,0,0,500,198,64582,0.9,0,-2.45,-63.51
KINDEX 밸류대형,9845,20,-0.2,0,197,2000,0,36,NA,NA
QV 인버스 미국 IT TOP5 ETN(H),9775,135,1.4,0,196,2000,0,17,NA,NA
